count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
256,22.0,243.0,2025/3/12,8901.404545,8612.404546,1741749730,6.0,2.0,平泉,Left,TOK,9,batter1,Left,GXAスカイホークス,6,Bottom,2,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.486,0.168,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter6,Nothing,,,,,,2507020256,見逃し,,8899.0,https://youtu.be/Jyu6IJPUpVs&t=8899,4786.0,https://youtu.be/aTQ94zDNQF8&t=4786,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_3,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","L,L,L,R,L,L,R,R,R,L",,,,,,,"Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Ken, Yasuda","Jota, Katagiri",
257,23.0,244.0,2025/3/12,8919.635323,8630.635325,1741749748,6.0,3.0,平泉,Left,TOK,9,batter1,Left,GXAスカイホークス,6,Bottom,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.898,-0.86,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter6,Nothing,,,,,,2507020257,ボール,,8917.0,https://youtu.be/Jyu6IJPUpVs&t=8917,4804.0,https://youtu.be/aTQ94zDNQF8&t=4804,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_3,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","L,L,L,R,L,L,R,R,R,L",,,,,,,"Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Ken, Yasuda","Jota, Katagiri",
258,24.0,245.0,2025/3/12,8941.097912,8652.097913,1741749769,6.0,4.0,平泉,Left,TOK,9,batter1,Left,GXAスカイホークス,6,Bottom,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.458,-0.62,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter6,Nothing,,,,,,2507020258,ボール,,8939.0,https://youtu.be/Jyu6IJPUpVs&t=8939,4826.0,https://youtu.be/aTQ94zDNQF8&t=4826,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_3,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","L,L,L,R,L,L,R,R,R,L",,,,,,,"Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Ken, Yasuda","Jota, Katagiri",
259,25.0,246.0,2025/3/12,8966.685828,8677.68583,1741749795,6.0,5.0,平泉,Left,TOK,9,batter1,Left,GXAスカイホークス,6,Bottom,2,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,1,,113.0,1.157,0.407,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter6,Nothing,,,,,,2507020259,四球①,,8964.0,https://youtu.be/Jyu6IJPUpVs&t=8964,4851.0,https://youtu.be/aTQ94zDNQF8&t=4851,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_3,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","L,L,L,R,L,L,R,R,R,L",,,,,,,"Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Ken, Yasuda","Jota, Katagiri",
260,26.0,247.0,2025/3/12,9007.022771,8718.022772,1741749835,7.0,1.0,平泉,Left,TOK,1,batter2,Left,GXAスカイホークス,6,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,1,,,-0.01,-0.272,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter1,batter9,batter8,WildPitch,"batter9,batter1,batter8",,batter8,,,2507020260,ボール[WP]①,,9005.0,https://youtu.be/Jyu6IJPUpVs&t=9005,4892.0,https://youtu.be/aTQ94zDNQF8&t=4892,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_3,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","L,L,L,R,L,L,R,R,R,L",,,,,,,"Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Ken, Yasuda","Jota, Katagiri",
261,27.0,248.0,2025/3/12,9064.496838,8775.496839,1741749893,7.0,2.0,平泉,Left,TOK,1,batter2,Left,GXAスカイホークス,6,Bottom,2,1,0,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,97.0,0.818,-0.132,47.38256545,21.93388504,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"2,3",,batter1,batter9,Undefined,,,,"4,3","4,3A",2507020261,二ゴ,,9062.0,https://youtu.be/Jyu6IJPUpVs&t=9062,4949.0,https://youtu.be/aTQ94zDNQF8&t=4949,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_3,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","L,L,L,R,L,L,R,R,R,L",,,,,,,"Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Ken, Yasuda","Jota, Katagiri",
262,1.0,249.0,2025/3/12,9254.991632,8965.991634,1741750083,1.0,1.0,pos1_4,Right,GXAスカイホークス,1,安田,Left,TOK,7,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.17,-0.3,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020262,ボール,,9252.0,https://youtu.be/Jyu6IJPUpVs&t=9252,5140.0,https://youtu.be/aTQ94zDNQF8&t=5140,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Ken, Yasuda",,,,,,,,,,,,,,,
263,2.0,250.0,2025/3/12,9268.833768,8979.83377,1741750097,1.0,2.0,pos1_4,Right,GXAスカイホークス,1,安田,Left,TOK,7,Top,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.203,0.553,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020263,見逃し,,9266.0,https://youtu.be/Jyu6IJPUpVs&t=9266,5154.0,https://youtu.be/aTQ94zDNQF8&t=5154,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Ken, Yasuda",,,,,,,,,,,,,,,
264,3.0,251.0,2025/3/12,9283.615393,8994.615395,1741750112,1.0,3.0,pos1_4,Right,GXAスカイホークス,1,安田,Left,TOK,7,Top,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.217,-0.427,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020264,ボール,,9281.0,https://youtu.be/Jyu6IJPUpVs&t=9281,4969.0,https://youtu.be/aTQ94zDNQF8&t=4969,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Ken, Yasuda",,,,,,,,,,,,,,,
265,4.0,252.0,2025/3/12,9303.147948,9014.14795,1741750132,1.0,4.0,pos1_4,Right,GXAスカイホークス,1,安田,Left,TOK,7,Top,0,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.686,0.196,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020265,見逃し,,9301.0,https://youtu.be/Jyu6IJPUpVs&t=9301,4989.0,https://youtu.be/aTQ94zDNQF8&t=4989,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Ken, Yasuda",,,,,,,,,,,,,,,
266,5.0,253.0,2025/3/12,9324.915546,9035.915548,1741750153,1.0,5.0,pos1_4,Right,GXAスカイホークス,1,安田,Left,TOK,7,Top,0,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.654,-0.2,29.20502961,66.80140949,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020266,ファール,,9322.0,https://youtu.be/Jyu6IJPUpVs&t=9322,5010.0,https://youtu.be/aTQ94zDNQF8&t=5010,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Ken, Yasuda",,,,,,,,,,,,,,,
267,6.0,254.0,2025/3/12,9345.53519,9056.535192,1741750174,1.0,6.0,pos1_4,Right,GXAスカイホークス,1,安田,Left,TOK,7,Top,0,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,122.0,0.782,0.224,56.52028253,-76.10880883,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020267,ファール,,9343.0,https://youtu.be/Jyu6IJPUpVs&t=9343,5031.0,https://youtu.be/aTQ94zDNQF8&t=5031,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Ken, Yasuda",,,,,,,,,,,,,,,
268,7.0,255.0,2025/3/12,9366.616419,9077.616421,1741750195,1.0,7.0,pos1_4,Right,GXAスカイホークス,1,安田,Left,TOK,7,Top,0,2,2,Fastball,InPlay,Undefined,GroundBall,Error,0,0,,127.0,0.682,0.24,46.36150969,-18.55023193,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,batter6,,"6,3","6E,3",2507020268,遊ゴ失,,9364.0,https://youtu.be/Jyu6IJPUpVs&t=9364,5052.0,https://youtu.be/aTQ94zDNQF8&t=5052,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Ken, Yasuda",,,,,,,,,,,,,,,
269,,,2025/3/12,9409.752476,9120.752478,1741750238,,,pos1_4,Right,GXAスカイホークス,2,片桐,Left,TOK,7,Top,0,0,0,,,,,,0,0,,,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,安田,,,PickOff,,,,"1,3","1,3",2507020269,牽制,,9407.0,https://youtu.be/Jyu6IJPUpVs&t=9407,5081.0,https://youtu.be/aTQ94zDNQF8&t=5081,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Jota, Katagiri","Ken, Yasuda",,,,,,,,,,,,,,
270,,,2025/3/12,9420.302929,9131.302931,1741750249,,,pos1_4,Right,GXAスカイホークス,2,片桐,Left,TOK,7,Top,0,0,0,,,,,,0,0,,,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,安田,,,PickOff,,,,"1,3","1,3",2507020270,牽制,,9418.0,https://youtu.be/Jyu6IJPUpVs&t=9418,5092.0,https://youtu.be/aTQ94zDNQF8&t=5092,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Jota, Katagiri","Ken, Yasuda",,,,,,,,,,,,,,
271,8.0,256.0,2025/3/12,9431.918151,9142.918153,1741750260,2.0,1.0,pos1_4,Right,GXAスカイホークス,2,片桐,Left,TOK,7,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,1.103,0.513,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,安田,,,StolenBase,安田,,,,,2507020271,ボール[盗塁],,9429.0,https://youtu.be/Jyu6IJPUpVs&t=9429,5103.0,https://youtu.be/aTQ94zDNQF8&t=5103,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Jota, Katagiri","Ken, Yasuda",,,,,,,,,,,,,,
272,9.0,257.0,2025/3/12,9462.502908,9173.502911,1741750291,2.0,2.0,pos1_4,Right,GXAスカイホークス,2,片桐,Left,TOK,7,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,0.682,0.4,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2507020272,ボール,,9460.0,https://youtu.be/Jyu6IJPUpVs&t=9460,5122.0,https://youtu.be/aTQ94zDNQF8&t=5122,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Jota, Katagiri",,"Ken, Yasuda",,,,,,,,,,,,,
273,10.0,258.0,2025/3/12,9479.518453,9190.518455,1741750308,2.0,3.0,pos1_4,Right,GXAスカイホークス,2,片桐,Left,TOK,7,Top,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.974,0.42,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2507020273,ボール,,9477.0,https://youtu.be/Jyu6IJPUpVs&t=9477,5139.0,https://youtu.be/aTQ94zDNQF8&t=5139,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Jota, Katagiri",,"Ken, Yasuda",,,,,,,,,,,,,
274,11.0,259.0,2025/3/12,9499.640685,9210.640687,1741750328,2.0,4.0,pos1_4,Right,GXAスカイホークス,2,片桐,Left,TOK,7,Top,0,3,0,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,0.203,-0.06,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2507020274,四球,,9497.0,https://youtu.be/Jyu6IJPUpVs&t=9497,5159.0,https://youtu.be/aTQ94zDNQF8&t=5159,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Jota, Katagiri",,"Ken, Yasuda",,,,,,,,,,,,,
275,12.0,260.0,2025/3/12,9532.004864,9243.004866,1741750361,3.0,1.0,pos1_4,Right,GXAスカイホークス,3,春山,Right,TOK,7,Top,0,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,123.0,0.83,0.176,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",片桐,安田,,Nothing,,,,,,2507020275,空振り,,9530.0,https://youtu.be/Jyu6IJPUpVs&t=9530,5159.0,https://youtu.be/aTQ94zDNQF8&t=5159,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Yuichiro, Haruyama","Jota, Katagiri","Ken, Yasuda",,,,,,,,,,,,,
276,,,2025/3/12,9552.88822,9263.888222,1741750381,,,pos1_4,Right,GXAスカイホークス,3,春山,Right,TOK,7,Top,0,0,1,,,,,,0,0,,,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",片桐,安田,,PickOff,,,,"1,6","1,6",2507020276,牽制,,9550.0,https://youtu.be/Jyu6IJPUpVs&t=9550,5180.0,https://youtu.be/aTQ94zDNQF8&t=5180,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Yuichiro, Haruyama","Jota, Katagiri","Ken, Yasuda",,,,,,,,,,,,,
277,13.0,261.0,2025/3/12,9570.787334,9281.787336,1741750399,3.0,2.0,pos1_4,Right,GXAスカイホークス,3,春山,Right,TOK,7,Top,0,0,1,Fastball,InPlay,Undefined,GroundBall,Single,0,1,,,0.722,0.128,64.03626356,-24.20367652,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",片桐,安田,,Undefined,,,,7,7,2507020277,左安①,,9568.0,https://youtu.be/Jyu6IJPUpVs&t=9568,5198.0,https://youtu.be/aTQ94zDNQF8&t=5198,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Yuichiro, Haruyama","Jota, Katagiri","Ken, Yasuda",,,,,,,,,,,,,
278,14.0,262.0,2025/3/12,9632.654388,9343.65439,1741750461,4.0,1.0,pos1_4,Right,GXAスカイホークス,4,昼馬,Left,TOK,7,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.223,0.48,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",春山,片桐,,WildPitch,"片桐,春山",,,,,2507020278,ボール[WP],,9630.0,https://youtu.be/Jyu6IJPUpVs&t=9630,5260.0,https://youtu.be/aTQ94zDNQF8&t=5260,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Kotaro, Hiruma","Yuichiro, Haruyama","Jota, Katagiri",,,,,,,,,,,,,
279,15.0,263.0,2025/3/12,9681.789341,9392.789343,1741750510,4.0,2.0,pos1_4,Right,GXAスカイホークス,4,昼馬,Left,TOK,7,Top,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.638,0.256,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"2,3",,春山,片桐,Nothing,,,,,,2507020279,見逃し,,9679.0,https://youtu.be/Jyu6IJPUpVs&t=9679,5309.0,https://youtu.be/aTQ94zDNQF8&t=5309,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Kotaro, Hiruma",,"Yuichiro, Haruyama","Jota, Katagiri",,,,,,,,,,,,
