count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
10,11.0,11.0,2025/8/22,2078.889954,978.8899567,1755826193,3.0,5.0,江口,Right,TOK,3,齋藤優,Right,東京農業大,1,Top,2,2,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.514,0.148,42.81251341,-11.92932218,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2523300010,遊ゴ,,2076,https://youtu.be/aj-tAgL9dwU&t=2076,1162,https://youtu.be/Lw74doyJ1kY&t=1162,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,972881.0,TokyoBBC Right,,1755793798.0,1755826198.0,162.9,135.5,,0.0,1207.0914,6.2,04:56,1.0,-45.3,35.0,0.0,,V3P4DLKO0850A,972881@1755826198,untitled,1755826198.0,
11,1.0,12.0,2025/8/22,2256.850433,1156.850437,1755826370,1.0,1.0,大場,Right,東京農業大,1,酒井,Left,TOK,1,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,138.23,0.297,0.008,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300011,ボール,,2254,https://youtu.be/aj-tAgL9dwU&t=2254,1186,https://youtu.be/Lw74doyJ1kY&t=1186,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,257.0,853160.0,Test_pitcher_Right Right,,1755793974.0,1755826374.0,ChangeUp,N,0.1059,0.1748,138.23,2220.15,2195.5,98.89,01:08,1.0,1.5399532,51.1,26.0,50.6,35.6,-0.66,-4.31,1.91,0.04,8.55,853160@1755826374,V3P4DLKO0850A,1.2493898,-7.9302516,untitled,,1755826374.0,558.0,972881.0,TokyoBBC Right,,1755793973.0,1755826373.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826373,untitled,1755826373.0,
12,2.0,13.0,2025/8/22,2270.006643,1170.006649,1755826384,1.0,2.0,大場,Right,東京農業大,1,酒井,Left,TOK,1,Bottom,0,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.08,0.518,0.188,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300012,見逃し,,2268,https://youtu.be/aj-tAgL9dwU&t=2268,1199,https://youtu.be/Lw74doyJ1kY&t=1199,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,256.0,853160.0,Test_pitcher_Right Right,,1755793987.0,1755826387.0,Slider,Y,-0.0056,0.5324,118.08,1972.5,673.9,34.16,05:32,1.0,1.8174057,-5.0,-2.0,-22.1,1.7,-0.18,0.28,1.82,0.07,70.02,853160@1755826387,V3P4DLKO0850A,-0.33098394,-9.843779,untitled,,1755826387.0,557.0,972881.0,TokyoBBC Right,,1755793986.0,1755826386.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826386,untitled,1755826386.0,
13,3.0,14.0,2025/8/22,2280.537871,1180.537875,1755826394,1.0,3.0,大場,Right,東京農業大,1,酒井,Left,TOK,1,Bottom,0,1,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,121.14,0.586,0.172,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300013,見逃し,,2278,https://youtu.be/aj-tAgL9dwU&t=2278,1210,https://youtu.be/Lw74doyJ1kY&t=1210,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,255.0,853160.0,Test_pitcher_Right Right,,1755793998.0,1755826398.0,Slider,Y,0.1021,0.5128,121.14,2028.17,173.0,8.53,02:32,1.0,1.5982342,-1.7,-7.7,-0.9,2.8,0.4,-0.29,1.88,0.07,85.11,853160@1755826398,V3P4DLKO0850A,-0.16417107,-9.508014,untitled,,1755826398.0,556.0,972881.0,TokyoBBC Right,,1755793997.0,1755826397.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826397,untitled,1755826397.0,
14,4.0,15.0,2025/8/22,2292.986526,1192.986531,1755826407,1.0,4.0,大場,Right,東京農業大,1,酒井,Left,TOK,1,Bottom,0,1,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,139.6,0.25,-0.028,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300014,空三振,,2290,https://youtu.be/aj-tAgL9dwU&t=2290,1222,https://youtu.be/Lw74doyJ1kY&t=1222,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,254.0,853160.0,Test_pitcher_Right Right,,1755794008.0,1755826408.0,ChangeUp,N,-0.0308999999999999,0.2351,139.6,2283.66,2238.3,98.02,00:44,1.0,1.5371227,53.2,17.9,57.5,24.0,-0.96,-4.18,1.9,0.07,11.43,853160@1755826408,V3P4DLKO0850A,0.3490149,-7.509139,untitled,,1755826408.0,555.0,972881.0,TokyoBBC Right,,1755794007.0,1755826407.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826407,untitled,1755826407.0,
15,5.0,16.0,2025/8/22,2315.750233,1215.750237,1755826429,2.0,1.0,大場,Right,東京農業大,2,樋口,Right,TOK,1,Bottom,1,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,139.8,0.554,0.02,24.38405966,-34.65131591,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3A",2523300015,三ゴ,,2313,https://youtu.be/aj-tAgL9dwU&t=2313,1235,https://youtu.be/Lw74doyJ1kY&t=1235,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,253.0,853160.0,Test_pitcher_Right Right,,1755794033.0,1755826433.0,ChangeUp,Y,0.0892,0.9332,139.8,2316.95,2316.9,100.0,00:50,1.0,1.5839386,62.1,23.6,56.2,27.3,-0.74,-1.98,1.87,0.07,-0.31,853160@1755826433,V3P4DLKO0850A,1.0109811,-4.75204,untitled,,1755826433.0,554.0,972881.0,TokyoBBC Right,,1755794032.0,1755826432.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826432,untitled,1755826432.0,
16,6.0,17.0,2025/8/22,2343.078802,1243.078806,1755826457,3.0,1.0,大場,Right,東京農業大,3,秋元,Right,TOK,1,Bottom,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,120.58,1.183,0.22,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300016,ボール,,2341,https://youtu.be/aj-tAgL9dwU&t=2341,1251,https://youtu.be/Lw74doyJ1kY&t=1251,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryo, Akimoto",,,,,,,252.0,853160.0,Test_pitcher_Right Right,,1755794060.0,1755826460.0,Slider,N,0.0634,1.1795,120.58,2045.32,583.1,28.51,06:12,1.0,1.8184185,,,-19.1,-5.1,0.34,2.1,1.83,0.06,73.43,853160@1755826460,V3P4DLKO0850A,-0.33306432,-7.0996766,untitled,,1755826460.0,553.0,972881.0,TokyoBBC Right,,1755794060.0,1755826460.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826460,untitled,1755826460.0,
17,7.0,18.0,2025/8/22,2352.459053,1252.459056,1755826466,3.0,2.0,大場,Right,東京農業大,3,秋元,Right,TOK,1,Bottom,2,1,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,121.28,0.506,-0.248,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300017,空振り,,2350,https://youtu.be/aj-tAgL9dwU&t=2350,1260,https://youtu.be/Lw74doyJ1kY&t=1260,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryo, Akimoto",,,,,,,251.0,853160.0,Test_pitcher_Right Right,,1755794070.0,1755826470.0,Slider,Y,-0.006,0.5312,121.28,2052.82,115.3,5.62,05:16,1.0,1.7839737,-1.2,-3.1,-4.8,-1.5,-0.1,-0.06,1.83,0.05,86.78,853160@1755826470,V3P4DLKO0850A,-0.33326718,-9.532172,untitled,,1755826470.0,552.0,972881.0,TokyoBBC Right,,1755794069.0,1755826469.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826469,untitled,1755826469.0,
18,8.0,19.0,2025/8/22,2361.379061,1261.379064,1755826475,3.0,3.0,大場,Right,東京農業大,3,秋元,Right,TOK,1,Bottom,2,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,120.57,0.243,-0.104,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300018,ボール,,2359,https://youtu.be/aj-tAgL9dwU&t=2359,1269,https://youtu.be/Lw74doyJ1kY&t=1269,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryo, Akimoto",,,,,,,250.0,853160.0,Test_pitcher_Right Right,,1755794078.0,1755826478.0,Slider,N,0.0128,0.3772,120.57,2087.98,569.1,27.26,06:42,1.0,1.6704655,-3.0,-4.5,-18.2,-9.7,0.0,-0.57,1.84,0.06,74.18,853160@1755826478,V3P4DLKO0850A,-0.3256272,-9.998176,untitled,,1755826478.0,551.0,972881.0,TokyoBBC Right,,1755794078.0,1755826478.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826478,untitled,1755826478.0,
19,9.0,20.0,2025/8/22,2372.415782,1272.415786,1755826486,3.0,4.0,大場,Right,東京農業大,3,秋元,Right,TOK,1,Bottom,2,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,123.16,0.217,-0.268,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300019,ボール,,2370,https://youtu.be/aj-tAgL9dwU&t=2370,1280,https://youtu.be/Lw74doyJ1kY&t=1280,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryo, Akimoto",,,,,,,249.0,853160.0,Test_pitcher_Right Right,,1755794090.0,1755826490.0,Slider,N,-0.3239,0.3962,123.16,2130.25,464.6,21.81,05:06,1.0,1.8270073,,,-13.9,3.3,-1.37,-0.89,1.82,0.09,77.4,853160@1755826490,V3P4DLKO0850A,-1.5861802,-9.649311,untitled,,1755826490.0,550.0,972881.0,TokyoBBC Right,,1755794089.0,1755826489.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826489,untitled,1755826489.0,
20,10.0,21.0,2025/8/22,2384.57804,1284.578044,1755826498,3.0,5.0,大場,Right,東京農業大,3,秋元,Right,TOK,1,Bottom,2,3,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,120.97,0.538,0.024,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300020,見逃し,,2382,https://youtu.be/aj-tAgL9dwU&t=2382,1292,https://youtu.be/Lw74doyJ1kY&t=1292,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryo, Akimoto",,,,,,,248.0,853160.0,Test_pitcher_Right Right,,1755794102.0,1755826502.0,Slider,Y,-0.0317,0.4803,120.97,2084.11,559.3,26.83,05:06,1.0,1.5787945,0.8,-1.9,-17.4,4.7,-0.19,-0.35,1.85,0.04,74.43,853160@1755826502,V3P4DLKO0850A,-0.32841,-9.557465,untitled,,1755826502.0,549.0,972881.0,TokyoBBC Right,,1755794101.0,1755826501.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826501,untitled,1755826501.0,
21,11.0,22.0,2025/8/22,2397.92827,1297.928273,1755826512,3.0,6.0,大場,Right,東京農業大,3,秋元,Right,TOK,1,Bottom,2,3,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,141.18,0.534,0.136,39.88305317,82.34934904,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300021,ファール,,2395,https://youtu.be/aj-tAgL9dwU&t=2395,1305,https://youtu.be/Lw74doyJ1kY&t=1305,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryo, Akimoto",,,,,,,247.0,853160.0,Test_pitcher_Right Right,,1755794115.0,1755826515.0,ChangeUp,Y,0.0818,0.7772,141.18,2346.02,2291.9,97.69,00:42,1.0,1.5737247,60.0,18.7,57.6,22.5,-0.38,-2.68,1.91,0.0,12.33,853160@1755826515,V3P4DLKO0850A,0.9985524,-5.3676605,untitled,,1755826515.0,548.0,972881.0,TokyoBBC Right,,1755794115.0,1755826515.0,66.5,,38.0,57.5,4075.93,31.9,02:20,1.0,-31.9,40.6,0.0,,V3P4DLKO0850A,972881@1755826515,untitled,1755826515.0,
22,12.0,23.0,2025/8/22,2421.903476,1321.903481,1755826536,3.0,7.0,大場,Right,東京農業大,3,秋元,Right,TOK,1,Bottom,2,3,2,Splitter,BallCalled,Walk,Undefined,Undefined,0,0,,121.28,0.197,-0.264,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300022,四球,,2419,https://youtu.be/aj-tAgL9dwU&t=2419,1319,https://youtu.be/Lw74doyJ1kY&t=1319,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryo, Akimoto",,,,,,,246.0,853160.0,Test_pitcher_Right Right,,1755794138.0,1755826538.0,Slider,,,,121.28,1944.72,205.0,10.54,03:38,1.0,1.9865303,,,-3.8,3.3,-0.61,-2.13,1.81,-0.04,83.95,853160@1755826538,V3P4DLKO0850A,,,untitled,,1755826538.0,547.0,972881.0,TokyoBBC Right,,1755794137.0,1755826537.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826537,untitled,1755826537.0,
23,13.0,24.0,2025/8/22,2463.309762,1363.309766,1755826577,4.0,1.0,大場,Right,東京農業大,4,大原,Right,TOK,1,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,141.08,1.018,-0.307,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,秋元,,,Nothing,,,,,,2523300023,見逃し,,2461,https://youtu.be/aj-tAgL9dwU&t=2461,1337,https://youtu.be/Lw74doyJ1kY&t=1337,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kaiki, Ohara","Ryo, Akimoto",,,,,,245.0,853160.0,Test_pitcher_Right Right,,1755794180.0,1755826580.0,ChangeUp,Y,-0.1424,1.0278,141.08,2309.68,2275.4,98.51,00:44,1.0,1.6346836,60.0,22.3,55.7,23.7,-1.29,-1.67,1.88,0.0,9.89,853160@1755826580,V3P4DLKO0850A,0.381753,-4.505657,untitled,,1755826580.0,546.0,972881.0,TokyoBBC Right,,1755794179.0,1755826579.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826579,untitled,1755826579.0,
24,14.0,25.0,2025/8/22,2476.455389,1376.455393,1755826590,4.0,2.0,大場,Right,東京農業大,4,大原,Right,TOK,1,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,1,0,,140.41,0.61,-0.4,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,秋元,,,CaughtStealing,秋元,,,,,2523300024,ボール[盗塁死],,2474,https://youtu.be/aj-tAgL9dwU&t=2474,1350,https://youtu.be/Lw74doyJ1kY&t=1350,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kaiki, Ohara","Ryo, Akimoto",,,"Ryo, Akimoto",,,244.0,853160.0,Test_pitcher_Right Right,,1755794194.0,1755826594.0,ChangeUp,N,-0.7317,0.6945,140.41,2297.69,2263.1,98.49,00:42,1.0,1.841095,56.0,14.8,54.9,22.2,-3.02,-2.63,1.86,-0.03,9.96,853160@1755826594,V3P4DLKO0850A,-1.8864069,-5.8567233,untitled,,1755826594.0,545.0,972881.0,TokyoBBC Right,,1755794193.0,1755826593.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826593,untitled,1755826593.0,
25,12.0,26.0,2025/8/22,2597.951524,1497.951526,1755826712,1.0,1.0,江口,Right,TOK,4,北條,Left,東京農業大,2,Top,0,0,0,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,101.16,0.53,0.24,57.45022358,-39.165211,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2523300025,左安,,2595,https://youtu.be/aj-tAgL9dwU&t=2595,1382,https://youtu.be/Lw74doyJ1kY&t=1382,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,481.0,1090463.0,Naoki Eguchi,,1755794315.0,1755826715.0,Curveball,Y,0.145,0.7895,101.16,1991.47,1669.1,83.81,06:42,1.0,2.4319363,,,-49.3,-21.2,0.48,3.74,1.73,0.36,33.06,1090463@1755826715,V3P4DLKO0850A,-2.2149339,-11.305578,untitled,,1755826715.0,538.0,972881.0,TokyoBBC Right,,1755794314.0,1755826714.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755826714,untitled,1755826714.0,
