count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
225,2.0,213.0,2025/2/18,9864.336908,9639.336908,1739861816,1.0,2.0,pos1_3,Right,福岡大,8,佐渡島,Left,TOK,8,Top,0,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,nan,,0.838,0.124,42.09616267,-81.13173717,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810225,ファール,,9862.0,https://youtu.be/6fvRWZlnXt4&t=9862,5200.0,https://youtu.be/Pf4AXbC6-x8&t=5200,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
226,3.0,214.0,2025/2/18,9897.337512,9672.337513,1739861849,1.0,3.0,pos1_3,Right,福岡大,8,佐渡島,Left,TOK,8,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.998,-0.5,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810226,ボール,,9895.0,https://youtu.be/6fvRWZlnXt4&t=9895,5218.0,https://youtu.be/Pf4AXbC6-x8&t=5218,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
227,4.0,215.0,2025/2/18,9911.484268,9686.484269,1739861863,1.0,4.0,pos1_3,Right,福岡大,8,佐渡島,Left,TOK,8,Top,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.07,-0.012,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810227,ボール,,9909.0,https://youtu.be/6fvRWZlnXt4&t=9909,5232.0,https://youtu.be/Pf4AXbC6-x8&t=5232,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
228,5.0,216.0,2025/2/18,9937.054405,9712.054406,1739861888,1.0,5.0,pos1_3,Right,福岡大,8,佐渡島,Left,TOK,8,Top,0,2,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,nan,,0.698,-0.5,41.8879056,-90.0,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810228,ファール,,9935.0,https://youtu.be/6fvRWZlnXt4&t=9935,5257.0,https://youtu.be/Pf4AXbC6-x8&t=5257,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
229,6.0,217.0,2025/2/18,9966.35226,9741.352261,1739861918,1.0,6.0,pos1_3,Right,福岡大,8,佐渡島,Left,TOK,8,Top,0,2,2,Slider,InPlay,Undefined,LineDrive,Single,0,0,nan,107.0,0.602,0.164,56.06660121,-26.56505118,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,7,7,2504810229,左安,,9964.0,https://youtu.be/6fvRWZlnXt4&t=9964,5274.0,https://youtu.be/Pf4AXbC6-x8&t=5274,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
230,7.0,218.0,2025/2/18,10006.82095,9781.820954,1739861958,2.0,1.0,pos1_3,Right,福岡大,9,井之口,Left,TOK,8,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,1.217,-0.244,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810230,ボール,,10004.0,https://youtu.be/6fvRWZlnXt4&t=10004,5298.0,https://youtu.be/Pf4AXbC6-x8&t=5298,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
231,8.0,219.0,2025/2/18,10023.65525,9798.655251,1739861975,2.0,2.0,pos1_3,Right,福岡大,9,井之口,Left,TOK,8,Top,0,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,nan,120.0,0.902,-0.068,25.12228514,-15.66816042,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,Undefined,nan,nan,nan,5,5,2504810231,三飛,,10021.0,https://youtu.be/6fvRWZlnXt4&t=10021,5315.0,https://youtu.be/Pf4AXbC6-x8&t=5315,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
232,,,2025/2/18,10062.63799,9837.637992,1739862014,,,pos1_3,Right,福岡大,1,酒井,Left,TOK,8,Top,1,0,0,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810232,牽制,,10060.0,https://youtu.be/6fvRWZlnXt4&t=10060,5335.0,https://youtu.be/Pf4AXbC6-x8&t=5335,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
233,9.0,220.0,2025/2/18,10075.77337,9850.773368,1739862027,3.0,1.0,pos1_3,Right,福岡大,1,酒井,Left,TOK,8,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,1.157,-0.112,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810233,ボール,,10073.0,https://youtu.be/6fvRWZlnXt4&t=10073,5348.0,https://youtu.be/Pf4AXbC6-x8&t=5348,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
234,10.0,221.0,2025/2/18,10095.01747,9870.01747,1739862046,3.0,2.0,pos1_3,Right,福岡大,1,酒井,Left,TOK,8,Top,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.814,0.413,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810234,ボール,,10093.0,https://youtu.be/6fvRWZlnXt4&t=10093,5367.0,https://youtu.be/Pf4AXbC6-x8&t=5367,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
235,11.0,222.0,2025/2/18,10112.45302,9887.453021,1739862064,3.0,3.0,pos1_3,Right,福岡大,1,酒井,Left,TOK,8,Top,1,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,122.0,1.123,-0.176,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810235,ボール,,10110.0,https://youtu.be/6fvRWZlnXt4&t=10110,5384.0,https://youtu.be/Pf4AXbC6-x8&t=5384,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
236,,,2025/2/18,10132.63135,9907.631355,1739862084,,,pos1_3,Right,福岡大,1,酒井,Left,TOK,8,Top,1,3,0,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810236,牽制,,10130.0,https://youtu.be/6fvRWZlnXt4&t=10130,5405.0,https://youtu.be/Pf4AXbC6-x8&t=5405,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
237,12.0,223.0,2025/2/18,10145.55707,9920.557075,1739862097,3.0,4.0,pos1_3,Right,福岡大,1,酒井,Left,TOK,8,Top,1,3,0,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,nan,122.0,1.143,0.108,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,佐渡島,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810237,四球,,10143.0,https://youtu.be/6fvRWZlnXt4&t=10143,5418.0,https://youtu.be/Pf4AXbC6-x8&t=5418,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,L,L"
238,13.0,224.0,2025/2/18,10196.60504,9971.605036,1739862148,4.0,1.0,pos1_3,Right,福岡大,2,堀端,Left,TOK,8,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,123.0,1.337,0.056,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",酒井,佐渡島,nan,Nothing,nan,nan,nan,nan,nan,2504810238,ボール,,10194.0,https://youtu.be/6fvRWZlnXt4&t=10194,5442.0,https://youtu.be/Pf4AXbC6-x8&t=5442,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
239,,,2025/2/18,10222.69865,9997.69865,1739862174,,,pos1_3,Right,福岡大,2,堀端,Left,TOK,8,Top,1,1,0,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",酒井,佐渡島,nan,PickOff,nan,nan,nan,"1,6","1,6",2504810239,牽制,,10220.0,https://youtu.be/6fvRWZlnXt4&t=10220,5468.0,https://youtu.be/Pf4AXbC6-x8&t=5468,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
240,14.0,225.0,2025/2/18,10255.30524,10030.30524,1739862207,4.0,2.0,pos1_3,Right,福岡大,2,堀端,Left,TOK,8,Top,1,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,,0.842,-0.132,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",酒井,佐渡島,nan,Nothing,nan,nan,nan,nan,nan,2504810240,空振り,,10253.0,https://youtu.be/6fvRWZlnXt4&t=10253,5500.0,https://youtu.be/Pf4AXbC6-x8&t=5500,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
241,15.0,226.0,2025/2/18,10274.10464,10049.10464,1739862225,4.0,3.0,pos1_3,Right,福岡大,2,堀端,Left,TOK,8,Top,1,1,1,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,113.0,0.694,-0.228,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",酒井,佐渡島,nan,Nothing,nan,nan,nan,nan,nan,2504810241,見逃し,,10272.0,https://youtu.be/6fvRWZlnXt4&t=10272,5519.0,https://youtu.be/Pf4AXbC6-x8&t=5519,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
242,16.0,227.0,2025/2/18,10297.00472,10072.00472,1739862248,4.0,4.0,pos1_3,Right,福岡大,2,堀端,Left,TOK,8,Top,1,1,2,Cutter,InPlay,Undefined,FlyBall,Out,1,0,nan,119.0,0.782,-0.244,48.56159693,25.16407497,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",酒井,佐渡島,nan,Undefined,nan,nan,nan,4,4,2504810242,二飛,,10295.0,https://youtu.be/6fvRWZlnXt4&t=10295,5542.0,https://youtu.be/Pf4AXbC6-x8&t=5542,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
243,17.0,228.0,2025/2/18,10341.08889,10116.08889,1739862292,5.0,1.0,pos1_3,Right,福岡大,3,堀部,Right,TOK,8,Top,2,0,0,Fastball,InPlay,Undefined,FlyBall,Triple,0,2,nan,,0.802,-0.084,99.44547393,-35.34010692,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",酒井,佐渡島,nan,Undefined,nan,nan,"佐渡島,酒井","7,6","7,6",2504810243,左3②,,10339.0,https://youtu.be/6fvRWZlnXt4&t=10339,5564.0,https://youtu.be/Pf4AXbC6-x8&t=5564,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
244,18.0,229.0,2025/2/18,10397.9419,10172.9419,1739862349,6.0,1.0,pos1_3,Right,福岡大,4,大原,Right,TOK,8,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.43,-0.58,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,堀部,Nothing,nan,nan,nan,nan,nan,2504810244,ボール,,10395.0,https://youtu.be/6fvRWZlnXt4&t=10395,5600.0,https://youtu.be/Pf4AXbC6-x8&t=5600,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
245,19.0,230.0,2025/2/18,10414.15713,10189.15714,1739862366,6.0,2.0,pos1_3,Right,福岡大,4,大原,Right,TOK,8,Top,2,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,111.0,0.558,-0.172,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,堀部,Nothing,nan,nan,nan,nan,nan,2504810245,見逃し,,10412.0,https://youtu.be/6fvRWZlnXt4&t=10412,5616.0,https://youtu.be/Pf4AXbC6-x8&t=5616,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
246,20.0,231.0,2025/2/18,10430.67654,10205.67654,1739862382,6.0,3.0,pos1_3,Right,福岡大,4,大原,Right,TOK,8,Top,2,1,1,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,111.0,0.854,0.104,25.20009809,-64.33480854,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,堀部,Undefined,nan,nan,nan,nan,nan,2504810246,ファール,,10428.0,https://youtu.be/6fvRWZlnXt4&t=10428,5632.0,https://youtu.be/Pf4AXbC6-x8&t=5632,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
247,21.0,232.0,2025/2/18,10464.13928,10239.13928,1739862416,6.0,4.0,pos1_3,Right,福岡大,4,大原,Right,TOK,8,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,122.0,1.183,-0.172,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,堀部,Nothing,nan,nan,nan,nan,nan,2504810247,ボール,,10462.0,https://youtu.be/6fvRWZlnXt4&t=10462,5651.0,https://youtu.be/Pf4AXbC6-x8&t=5651,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
248,22.0,233.0,2025/2/18,10485.00361,10260.00361,1739862436,6.0,5.0,pos1_3,Right,福岡大,4,大原,Right,TOK,8,Top,2,2,2,Slider,InPlay,Undefined,LineDrive,Single,0,1,nan,109.0,0.778,-0.072,76.38238513,4.873896422,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,堀部,Undefined,nan,nan,堀部,8,8,2504810248,中安①,,10483.0,https://youtu.be/6fvRWZlnXt4&t=10483,5672.0,https://youtu.be/Pf4AXbC6-x8&t=5672,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,杉浦,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
249,23.0,234.0,2025/2/18,10533.07807,10308.07807,1739862484,7.0,1.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.466,-0.128,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810249,見逃し,,10531.0,https://youtu.be/6fvRWZlnXt4&t=10531,5691.0,https://youtu.be/Pf4AXbC6-x8&t=5691,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
250,24.0,235.0,2025/2/18,10546.10604,10321.10604,1739862497,7.0,2.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.618,-0.727,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810250,ボール,,10544.0,https://youtu.be/6fvRWZlnXt4&t=10544,5704.0,https://youtu.be/Pf4AXbC6-x8&t=5704,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
