count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji,run_person_romaji
272,16.0,263.0,2025/8/19,10706.85634,9206.856342,1755575535,3.0,1.0,pos1_3,Right,立正大,1,今泉,Right,TOK,7,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.53,-0.513,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020272,ボール,,10704.0,https://youtu.be/NGnaMlDQ-sM&t=10704,6393.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6393,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Rio, Imaizumi",,,,,,,,,,,,,,,
273,17.0,264.0,2025/8/19,10722.48545,9222.485456,1755575550,3.0,2.0,pos1_3,Right,立正大,1,今泉,Right,TOK,7,Top,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.223,-0.268,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020273,ボール,,10720.0,https://youtu.be/NGnaMlDQ-sM&t=10720,6409.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6409,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Rio, Imaizumi",,,,,,,,,,,,,,,
274,18.0,265.0,2025/8/19,10741.74739,9241.7474,1755575570,3.0,3.0,pos1_3,Right,立正大,1,今泉,Right,TOK,7,Top,2,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.462,-0.433,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020274,ボール,,10739.0,https://youtu.be/NGnaMlDQ-sM&t=10739,6428.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6428,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Rio, Imaizumi",,,,,,,,,,,,,,,
275,19.0,266.0,2025/8/19,10754.12919,9254.129193,1755575582,3.0,4.0,pos1_3,Right,立正大,1,今泉,Right,TOK,7,Top,2,3,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.534,-0.2,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020275,見逃し,,10752.0,https://youtu.be/NGnaMlDQ-sM&t=10752,6440.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6440,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Rio, Imaizumi",,,,,,,,,,,,,,,
276,20.0,267.0,2025/8/19,10761.62027,9261.620279,1755575590,3.0,5.0,pos1_3,Right,立正大,1,今泉,Right,TOK,7,Top,2,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,1.123,0.42,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020276,四球,,10759.0,https://youtu.be/NGnaMlDQ-sM&t=10759,6448.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6448,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Rio, Imaizumi",,,,,,,,,,,,,,,
277,,,2025/8/19,10777.28527,9277.285281,1755575605,,,pos1_3,Right,立正大,2,長谷川,Left,TOK,7,Top,2,0,0,,,,,,0,0,,,,,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,今泉,,,PickOff,,,,"1,3","1,3",2523020277,牽制,,10775.0,https://youtu.be/NGnaMlDQ-sM&t=10775,6445.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6445,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Hasegawa, Yu","Rio, Imaizumi",,,,,,,,,,,,,,
278,21.0,268.0,2025/8/19,10788.6184,9288.618408,1755575617,4.0,1.0,pos1_3,Right,立正大,2,長谷川,Left,TOK,7,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.586,0.184,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,今泉,,,Nothing,,,,,,2523020278,見逃し,,10786.0,https://youtu.be/NGnaMlDQ-sM&t=10786,6456.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6456,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Hasegawa, Yu","Rio, Imaizumi",,,,,,,,,,,,,,
279,22.0,269.0,2025/8/19,10803.32231,9303.322321,1755575631,4.0,2.0,pos1_3,Right,立正大,2,長谷川,Left,TOK,7,Top,2,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.303,-0.06,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,今泉,,,Nothing,,,,,,2523020279,空振り,,10801.0,https://youtu.be/NGnaMlDQ-sM&t=10801,6471.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6471,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Hasegawa, Yu","Rio, Imaizumi",,,,,,,,,,,,,,
280,23.0,270.0,2025/8/19,10832.5064,9332.506406,1755575661,4.0,3.0,pos1_3,Right,立正大,2,長谷川,Left,TOK,7,Top,2,0,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.57,-0.092,43.19796886,-19.54854943,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,今泉,,,Undefined,,,,6,6B,2523020280,遊ゴ,,10830.0,https://youtu.be/NGnaMlDQ-sM&t=10830,6500.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6500,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Hasegawa, Yu","Rio, Imaizumi",,,,,,,,,,,,,,
281,5.0,271.0,2025/8/19,10959.92003,9459.920037,1755575788,1.0,1.0,大森,Left,TOK,3,batter3,Right,立正大,7,Bottom,0,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.59,0.108,74.61494336,33.87853981,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,9,9,2523020281,右飛,,10957.0,https://youtu.be/NGnaMlDQ-sM&t=10957,6591.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6591,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
282,6.0,272.0,2025/8/19,10981.16334,9481.163342,1755575809,2.0,1.0,大森,Left,TOK,4,batter4,Right,立正大,7,Bottom,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.962,0.22,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020282,見逃し,,10979.0,https://youtu.be/NGnaMlDQ-sM&t=10979,6607.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6607,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
283,7.0,273.0,2025/8/19,10991.6499,9491.649912,1755575820,2.0,2.0,大森,Left,TOK,4,batter4,Right,立正大,7,Bottom,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.794,0.547,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020283,ボール,,10989.0,https://youtu.be/NGnaMlDQ-sM&t=10989,6618.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6618,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
284,8.0,274.0,2025/8/19,11004.90489,9504.904894,1755575833,2.0,3.0,大森,Left,TOK,4,batter4,Right,立正大,7,Bottom,1,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.15,-0.353,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020284,ボール,,11002.0,https://youtu.be/NGnaMlDQ-sM&t=11002,6631.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6631,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
285,9.0,275.0,2025/8/19,11018.48744,9518.487443,1755575846,2.0,4.0,大森,Left,TOK,4,batter4,Right,立正大,7,Bottom,1,2,1,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,0.754,-0.076,42.78201509,91.18526082,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020285,ファール,,11016.0,https://youtu.be/NGnaMlDQ-sM&t=11016,6645.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6645,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
286,10.0,276.0,2025/8/19,11046.36697,9546.36698,1755575874,2.0,5.0,大森,Left,TOK,4,batter4,Right,立正大,7,Bottom,1,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,1.15,0.28,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020286,空三振,,11044.0,https://youtu.be/NGnaMlDQ-sM&t=11044,6673.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6673,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
287,11.0,277.0,2025/8/19,11081.58236,9581.582369,1755575910,3.0,1.0,大森,Left,TOK,5,batter5,Left,立正大,7,Bottom,2,0,0,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,,0.646,-0.124,74.07008572,-17.85768091,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2523020287,左安,,11079.0,https://youtu.be/NGnaMlDQ-sM&t=11079,6693.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6693,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
288,12.0,278.0,2025/8/19,11123.43213,9623.432135,1755575951,4.0,1.0,大森,Left,TOK,6,batter6,Right,立正大,7,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,1,0,,,0.554,0.228,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter5,,,CaughtStealing,batter5,,,,,2523020288,見逃し[盗塁死],,11121.0,https://youtu.be/NGnaMlDQ-sM&t=11121,6727.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6727,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L",,,,,"Hokuto, Omori","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Ryo, Sadoshima","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
289,1.0,279.0,2025/8/19,11279.60961,9779.609616,1755576108,1.0,1.0,pos1_4,Left,立正大,3,土ヶ端,Right,TOK,8,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.598,0.36,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020289,ボール,,11277.0,https://youtu.be/NGnaMlDQ-sM&t=11277,6757.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6757,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Yuto, Tsuchigahata",,,,,,,,,,,,,,,
290,2.0,280.0,2025/8/19,11291.57431,9791.574313,1755576120,1.0,2.0,pos1_4,Left,立正大,3,土ヶ端,Right,TOK,8,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.21,-0.188,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020290,ボール,,11289.0,https://youtu.be/NGnaMlDQ-sM&t=11289,6769.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6769,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Yuto, Tsuchigahata",,,,,,,,,,,,,,,
291,3.0,281.0,2025/8/19,11300.42747,9800.427475,1755576128,1.0,3.0,pos1_4,Left,立正大,3,土ヶ端,Right,TOK,8,Top,0,2,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.07,-0.42,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020291,ボール,,11298.0,https://youtu.be/NGnaMlDQ-sM&t=11298,6778.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6778,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Yuto, Tsuchigahata",,,,,,,,,,,,,,,
292,4.0,282.0,2025/8/19,11314.90658,9814.906591,1755576143,1.0,4.0,pos1_4,Left,立正大,3,土ヶ端,Right,TOK,8,Top,0,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.59,0.108,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020292,見逃し,,11312.0,https://youtu.be/NGnaMlDQ-sM&t=11312,6792.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6792,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,土ヶ端,竹下,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Yuto, Tsuchigahata",,,,,,,,,,,,,,,
293,5.0,283.0,2025/8/19,11328.6427,9828.642709,1755576157,1.0,5.0,pos1_4,Left,立正大,3,土ヶ端,Right,TOK,8,Top,0,3,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.694,0.1,65.54383754,42.81141744,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,9,9,2523020293,右飛,,11326.0,https://youtu.be/NGnaMlDQ-sM&t=11326,6806.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6806,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,塗師,佐渡島,竹下","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,竹下,土ヶ端,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Yuto, Tsuchigahata",,,,,,,,,,,,,,,
294,6.0,284.0,2025/8/19,11360.21577,9860.215773,1755576188,2.0,1.0,pos1_4,Left,立正大,4,村尾,Right,TOK,8,Top,1,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.363,0.088,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020294,空振り,,11358.0,https://youtu.be/NGnaMlDQ-sM&t=11358,6824.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6824,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,村尾,堀端,山本,塗師,佐渡島,竹下","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,竹下,土ヶ端,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Murao, Yusaku",,,,,,,,,,,,,,,
295,7.0,285.0,2025/8/19,11371.54839,9871.548402,1755576200,2.0,2.0,pos1_4,Left,立正大,4,村尾,Right,TOK,8,Top,1,0,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.61,0.0,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020295,見逃し,,11369.0,https://youtu.be/NGnaMlDQ-sM&t=11369,6835.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=6835,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,村尾,堀端,山本,塗師,佐渡島,竹下","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大森,竹下,土ヶ端,塗師,佐渡島,今泉,山本,堀端,長谷川","L,L,R,R,R,L,R,R,R,R","R,R,L,R,R,L,R,R,L,L","Murao, Yusaku",,,,,,,,,,,,,,,
