count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji
216,11,214,2025/7/20,6421.954762,6421.954762,1752980554,2,3,松本慎,Left,TOK,2,batter2_2,Left,城西大,7,Bottom,1,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,1.046,-0.2,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000216,空振り,,4853,https://youtu.be/mPzeD3SLbxs&t=4853,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,L,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
217,12,215,2025/7/20,6435.954762,6435.954762,1752980568,2,4,松本慎,Left,TOK,2,batter2_2,Left,城西大,7,Bottom,1,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.59,0.296,2.78288529,-122.0053832,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000217,ファール,,4867,https://youtu.be/mPzeD3SLbxs&t=4867,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,L,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
218,13,216,2025/7/20,6458.954762,6458.954762,1752980591,2,5,松本慎,Left,TOK,2,batter2_2,Left,城西大,7,Bottom,1,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.966,0.256,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000218,ボール,,4890,https://youtu.be/mPzeD3SLbxs&t=4890,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,L,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
219,14,217,2025/7/20,6479.954762,6479.954762,1752980612,2,6,松本慎,Left,TOK,2,batter2_2,Left,城西大,7,Bottom,1,2,2,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,,0.846,-1.067,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000219,死球,,4911,https://youtu.be/mPzeD3SLbxs&t=4911,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,L,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
220,15,218,2025/7/20,6515.954762,6515.954762,1752980648,3,1,松本慎,Left,TOK,3,batter3,Left,城西大,7,Bottom,1,0,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,A2B,,,,2.127168894,33.69006753,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,batter2_2,,,Undefined,,,,,,2520000220,ファール,,4947,https://youtu.be/mPzeD3SLbxs&t=4947,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,L,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
221,16,219,2025/7/20,6543.954762,6543.954762,1752980676,3,2,松本慎,Left,TOK,3,batter3,Left,城西大,7,Bottom,1,0,1,Fastball,InPlay,Undefined,Bunt,Sacrifice,1,0,,,,,10.62356525,-1.591140271,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,batter2_2,,,Undefined,,,,"1,3","1,3A",2520000221,投犠,,4975,https://youtu.be/mPzeD3SLbxs&t=4975,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,L,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
222,17,220,2025/7/20,6587.954762,6587.954762,1752980720,4,1,松本慎,Left,TOK,4,batter4,Right,城西大,7,Bottom,2,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.638,0.056,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,2,,batter2_2,,Nothing,,,,,,2520000222,空振り,,5019,https://youtu.be/mPzeD3SLbxs&t=5019,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
223,18,221,2025/7/20,6607.954762,6607.954762,1752980740,4,2,松本慎,Left,TOK,4,batter4,Right,城西大,7,Bottom,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.902,-0.593,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,2,,batter2_2,,Nothing,,,,,,2520000223,ボール,,5039,https://youtu.be/mPzeD3SLbxs&t=5039,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
224,19,222,2025/7/20,6625.954762,6625.954762,1752980758,4,3,松本慎,Left,TOK,4,batter4,Right,城西大,7,Bottom,2,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.654,0.144,2.638428292,-63.43494882,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,2,,batter2_2,,Undefined,,,,,,2520000224,ファール,,5057,https://youtu.be/mPzeD3SLbxs&t=5057,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
225,20,223,2025/7/20,6649.954762,6649.954762,1752980782,4,4,松本慎,Left,TOK,4,batter4,Right,城西大,7,Bottom,2,1,2,Slider,InPlay,Undefined,GroundBall,Single,0,0,,,0.518,-0.032,23.88105563,-17.98733465,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,2,,batter2_2,,Undefined,,,,6,6,2520000225,遊安,,5082,https://youtu.be/mPzeD3SLbxs&t=5082,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
226,21,224,2025/7/20,6690.954762,6690.954762,1752980823,5,1,松本慎,Left,TOK,5,batter5,Left,城西大,7,Bottom,2,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.55,0.296,40.67802755,-70.51387043,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,"1,3",batter4,,batter2_2,Undefined,,,,,,2520000226,ファール,,5122,https://youtu.be/mPzeD3SLbxs&t=5122,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,R,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
227,22,225,2025/7/20,6713.954762,6713.954762,1752980846,5,2,松本慎,Left,TOK,5,batter5,Left,城西大,7,Bottom,2,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.257,0.68,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,"1,3",batter4,,batter2_2,Nothing,,,,,,2520000227,空振り,,5145,https://youtu.be/mPzeD3SLbxs&t=5145,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
228,23,226,2025/7/20,6741.954762,6741.954762,1752980874,5,3,松本慎,Left,TOK,5,batter5,Left,城西大,7,Bottom,2,0,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,A2R1,,0.297,0.064,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,"1,3",batter4,,batter2_2,Nothing,,,,,,2520000228,空三振,,5173,https://youtu.be/mPzeD3SLbxs&t=5173,,,深見,門田,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,門田,石川","pos1_3,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,門田,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","R,L,L,L,L,L,R,L,R,R",,,,,,"Shinnosuke, Matsumoto","Yuto, Fukami","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
229,1,227,2025/7/20,6870.954762,6870.954762,1752981003,1,1,pos1_4,Left,城西大,8,堀部,Right,TOK,8,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000229,ボール,,5302,https://youtu.be/mPzeD3SLbxs&t=5302,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Kohei, Horibe",,,,,,,,,,,,,,,
230,2,228,2025/7/20,6882.954762,6882.954762,1752981015,1,2,pos1_4,Left,城西大,8,堀部,Right,TOK,8,Top,0,1,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,A2B,,0.686,-0.192,12.16255347,67.16634582,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000230,ファール,,5314,https://youtu.be/mPzeD3SLbxs&t=5314,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Kohei, Horibe",,,,,,,,,,,,,,,
231,3,229,2025/7/20,6910.954762,6910.954762,1752981043,1,3,pos1_4,Left,城西大,8,堀部,Right,TOK,8,Top,0,1,1,Slider,FoulBall,Undefined,LineDrive,Undefined,0,0,,126,0.61,0.292,38.9201711,-75.96375653,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000231,ファール,,5342,https://youtu.be/mPzeD3SLbxs&t=5342,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Kohei, Horibe",,,,,,,,,,,,,,,
232,4,230,2025/7/20,6933.954762,6933.954762,1752981066,1,4,pos1_4,Left,城西大,8,堀部,Right,TOK,8,Top,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,123,0.277,0.16,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000232,ボール,,5365,https://youtu.be/mPzeD3SLbxs&t=5365,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Kohei, Horibe",,,,,,,,,,,,,,,
233,5,231,2025/7/20,6952.954762,6952.954762,1752981085,1,5,pos1_4,Left,城西大,8,堀部,Right,TOK,8,Top,0,2,2,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,109,0.217,-0.112,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000233,空三振,,5384,https://youtu.be/mPzeD3SLbxs&t=5384,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Kohei, Horibe",,,,,,,,,,,,,,,
234,6,232,2025/7/20,6976.954762,6976.954762,1752981109,2,1,pos1_4,Left,城西大,9,石川,Right,TOK,8,Top,1,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.51,-0.1,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000234,空振り,,5408,https://youtu.be/mPzeD3SLbxs&t=5408,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Hikaru, Ishikawa",,,,,,,,,,,,,,,
235,7,233,2025/7/20,6989.954762,6989.954762,1752981122,2,2,pos1_4,Left,城西大,9,石川,Right,TOK,8,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127,0.317,0.244,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000235,ボール,,5421,https://youtu.be/mPzeD3SLbxs&t=5421,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Hikaru, Ishikawa",,,,,,,,,,,,,,,
236,8,234,2025/7/20,7003.954762,7003.954762,1752981136,2,3,pos1_4,Left,城西大,9,石川,Right,TOK,8,Top,1,1,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,129,0.91,0.064,40.76457096,-18.56606022,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,6,6,2520000236,遊飛,,5435,https://youtu.be/mPzeD3SLbxs&t=5435,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Hikaru, Ishikawa",,,,,,,,,,,,,,,
237,9,235,2025/7/20,7032.954762,7032.954762,1752981165,3,1,pos1_4,Left,城西大,1,安田,Left,TOK,8,Top,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.57,-0.387,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000237,ボール,,5464,https://youtu.be/mPzeD3SLbxs&t=5464,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
238,10,236,2025/7/20,7044.954762,7044.954762,1752981177,3,2,pos1_4,Left,城西大,1,安田,Left,TOK,8,Top,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.502,-0.447,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000238,ボール,,5476,https://youtu.be/mPzeD3SLbxs&t=5476,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
239,11,237,2025/7/20,7057.954762,7057.954762,1752981190,3,3,pos1_4,Left,城西大,1,安田,Left,TOK,8,Top,2,2,0,Slider,InPlay,Undefined,FlyBall,Out,1,0,,,0.594,0.236,55.47056263,-33.94358702,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2520000239,左飛,,5489,https://youtu.be/mPzeD3SLbxs&t=5489,,,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","松本慎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","L,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
240,1,238,2025/7/20,7277.954762,7277.954762,1752981410,1,1,山崎,Right,TOK,6,batter6,Right,城西大,8,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.478,-0.493,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000240,ボール,,5709,https://youtu.be/mPzeD3SLbxs&t=5709,,,深見,堀部,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","山崎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","R,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R",,,,,,"Ryu, Yamazaki","Yuto, Fukami","Kohei, Horibe","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
241,2,239,2025/7/20,7291.954762,7291.954762,1752981424,1,2,山崎,Right,TOK,6,batter6,Right,城西大,8,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.686,0.4,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000241,ボール,,5723,https://youtu.be/mPzeD3SLbxs&t=5723,,,深見,堀部,小村,石川,青貝,安田,堀端,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","安田,小村,榎本,岡林,堀端,青貝,深見,堀部,石川","pos1_4,batter2_2,batter3,batter4,batter5,batter6,batter7_2,batter8,batter9","山崎,深見,堀部,小村,石川,青貝,安田,堀端,岡林","R,R,L,L,R,L,R,R,R,L","L,L,L,L,L,L,R,L,R,R",,,,,,"Ryu, Yamazaki","Yuto, Fukami","Kohei, Horibe","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Taiki, Horibata","Yuna, Okabayashi",,
